Old Name,New Name,event_start_time_utc,Recording Start Time,Recording End Time,event_duration_seconds,low_frequency_hertz,high_frequency_hertz,common_name,species_name,other_tags
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:46:24,#REF!,#REF!,0.666,4005.1758,7795.0195,91:Golden Whistler,418:Pachycephala pectoralis,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:46:25,#REF!,#REF!,2.711,1076.6602,2799.3164,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:01,#REF!,#REF!,2.067,1033.5938,10551.2695,99:Grey Shrike-thrush,303:Colluricincla harmonica,744:grey_shrike_thrush_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:14,#REF!,#REF!,0.711,2153.3203,10335.9375,154:Rainbow Lorikeet,484:Trichoglossus haematodus,860:rainbow_lorikeet_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:18,#REF!,#REF!,1,861.3281,9733.0078,138:Pale-headed Rosella,436:Platycercus adscitus,831:pale_headed_rosella_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:21,#REF!,#REF!,1.822,4823.4375,9087.0117,217:White-browed Scrubwren,464:Sericornis frontalis,979:white_browed_scrubwren_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:21,#REF!,#REF!,0.645,1679.5898,6890.625,169:Rufous Whistler,419:Pachycephala rufiventris,877:rufous_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:24,#REF!,#REF!,1.711,775.1953,2153.3203,146:Pied Butcherbird,315:Cracticus nigrogularis,845:pied_butcherbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:36,#REF!,#REF!,2.311,904.3945,9991.4063,99:Grey Shrike-thrush,303:Colluricincla harmonica,744:grey_shrike_thrush_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:40,#REF!,#REF!,2.089,1765.7227,5211.0352,169:Rufous Whistler,419:Pachycephala rufiventris,875:rufous_whistler_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:47:42,#REF!,#REF!,1.6,1291.9922,2756.25,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:48:01,#REF!,#REF!,3.333,1162.793,10981.9336,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:48:10,#REF!,#REF!,1.889,3229.9805,6718.3594,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,893:scarlet_honeyeater_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:48:23,#REF!,#REF!,1.666,3402.2461,6158.4961,235:Willie Wagtail,461:Rhipidura leucophrys,998:willie_wagtail_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:48:35,#REF!,#REF!,1.511,689.0625,2153.3203,146:Pied Butcherbird,315:Cracticus nigrogularis,845:pied_butcherbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:48:47,#REF!,#REF!,0.667,1593.457,2497.8516,123:Magpie-lark,355:Grallina cyanoleuca,783:magpie_lark_4
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:49:00,#REF!,#REF!,1.133,775.1953,2282.5195,106:Indian Peafowl,423:Pavo cristatus,749:indian_peafowl_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:49:03,#REF!,#REF!,1.178,1808.7891,3359.1797,33:Brown Honeyeater,373:Lichmera indistincta,636:brown_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:49:10,#REF!,#REF!,3.156,947.4609,2842.3828,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:49:17,#REF!,#REF!,1.4,732.1289,2110.2539,146:Pied Butcherbird,315:Cracticus nigrogularis,845:pied_butcherbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:49:52,#REF!,#REF!,1.244,3531.4453,10379.0039,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,893:scarlet_honeyeater_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:50:18,#REF!,#REF!,2.555,3832.9102,7751.9531,203:Tawny Grassbird,387:Megalurus timoriensis,918:tawny_grassbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:50:39,#REF!,#REF!,1.267,3359.1797,5512.5,179:Silvereye,495:Zosterops lateralis,901:silvereye_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:50:48,#REF!,#REF!,0.822,2067.1875,3273.0469,194:Striated Pardalote,422:Pardalotus striatus,910:striated_pardalote_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:51:16,#REF!,#REF!,0.711,732.1289,2282.5195,11:Australian Wood Duck,296:Chenonetta jubata,618:australian_wood_duck_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:51:24,#REF!,#REF!,0.934,1981.0547,9259.2773,154:Rainbow Lorikeet,484:Trichoglossus haematodus,860:rainbow_lorikeet_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:51:30,#REF!,#REF!,0.756,516.7969,7407.4219,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:51:48,#REF!,#REF!,4.578,2928.5156,7536.6211,179:Silvereye,495:Zosterops lateralis,899:silvereye_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:52:01,#REF!,#REF!,1.578,559.8633,2411.7188,146:Pied Butcherbird,315:Cracticus nigrogularis,845:pied_butcherbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:52:09,#REF!,#REF!,2.356,3488.3789,7149.0234,203:Tawny Grassbird,387:Megalurus timoriensis,918:tawny_grassbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:52:14,#REF!,#REF!,0.733,645.9961,9948.3398,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:52:25,#REF!,#REF!,2.267,1981.0547,3186.9141,153:Rainbow Bee-eater,393:Merops ornatus,856:rainbow_bee_eater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:52:55,#REF!,#REF!,0.666,990.5273,9302.3438,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:53:18,#REF!,#REF!,0.533,473.7305,10852.7344,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:53:21,#REF!,#REF!,2.155,1378.125,3186.9141,110:Laughing Kookaburra,322:Dacelo novaeguineae,752:laughing_kookaburra_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:53:31,#REF!,#REF!,3.044,2971.582,6287.6953,179:Silvereye,495:Zosterops lateralis,899:silvereye_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:53:46,#REF!,#REF!,1.734,1981.0547,4952.6367,169:Rufous Whistler,419:Pachycephala rufiventris,875:rufous_whistler_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:53:50,#REF!,#REF!,0.622,4177.4414,10034.4727,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:00,#REF!,#REF!,0.9056,645.9961,2971.582,204:Torresian Crow,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:01,#REF!,#REF!,0.845,3445.3125,4737.3047,172:Sacred Kingfisher,482:Todiramphus sanctus,884:sacred_kingfisher_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:10,#REF!,#REF!,0.756,5167.9688,10723.5352,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:12,#REF!,#REF!,3.133,2971.582,6072.3633,179:Silvereye,495:Zosterops lateralis,899:silvereye_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:15,#REF!,#REF!,3.5062,559.8633,2497.8516,204:Torresian Crow,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:19,#REF!,#REF!,0.511,904.3945,11025,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:24,#REF!,#REF!,0.755,947.4609,10981.9336,2:Australasian Figbird,467:Sphecotheres vieilloti,602:australasian_figbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:31,#REF!,#REF!,1.1145,559.8633,2540.918,204:Torresian Crow,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:33,#REF!,#REF!,4.178,1421.1914,3143.8477,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:50,#REF!,#REF!,0.978,2067.1875,11025,175:Scaly-breasted Lorikeet,483:Trichoglossus chlorolepidotus,891:scaly_breasted_lorikeet_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:54:57,#REF!,#REF!,0.533,129.1992,10981.9336,,,537:end manual
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:01,#REF!,#REF!,2.378,2368.6523,11025,179:Silvereye,495:Zosterops lateralis,899:silvereye_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:03,#REF!,#REF!,6.8,689.0625,3574.5117,110:Laughing Kookaburra,322:Dacelo novaeguineae,752:laughing_kookaburra_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:16,#REF!,#REF!,0.978,4608.1055,6158.4961,229:White-throated Honeyeater,390:Melithreptus albogularis,989:white_throated_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:16,#REF!,#REF!,0.889,1894.9219,2756.25,194:Striated Pardalote,422:Pardalotus striatus,910:striated_pardalote_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:20,#REF!,#REF!,0.444,818.2617,10637.4023,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:27,#REF!,#REF!,0.756,4952.6367,10981.9336,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:31,#REF!,#REF!,0.689,1335.0586,11025,2:Australasian Figbird,467:Sphecotheres vieilloti,602:australasian_figbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:41,#REF!,#REF!,0.778,2928.5156,6632.2266,179:Silvereye,495:Zosterops lateralis,902:silvereye_4
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:55:46,#REF!,#REF!,0.755,1981.0547,10034.4727,,,594:unknown
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:00,#REF!,#REF!,3.066,4091.3086,5641.6992,229:White-throated Honeyeater,390:Melithreptus albogularis,990:white_throated_honeyeater_2
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:07,#REF!,#REF!,0.622,4091.3086,6890.625,91:Golden Whistler,418:Pachycephala pectoralis,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:10,#REF!,#REF!,0.6,516.7969,11025,204:Torresian Crow,313:Corvus orru,940:torresian_crow_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:18,#REF!,#REF!,0.844,6287.6953,11025,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:22,#REF!,#REF!,0.556,1378.125,11025,2:Australasian Figbird,467:Sphecotheres vieilloti,602:australasian_figbird_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:23,#REF!,#REF!,0.644,3273.0469,5943.1641,179:Silvereye,495:Zosterops lateralis,902:silvereye_4
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:56:54,#REF!,#REF!,4.667,1291.9922,3057.7148,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:09,#REF!,#REF!,0.2,2500,8500,154:Rainbow Lorikeet,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:09,#REF!,#REF!,0.6502,2540.918,9517.6758,154:Rainbow Lorikeet,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:09,#REF!,#REF!,0.3715,4177.4414,6416.8945,,,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:12,#REF!,#REF!,0.35,2500,7000,154:Rainbow Lorikeet,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:12,#REF!,#REF!,0.778,2713.1836,10809.668,154:Rainbow Lorikeet,484:Trichoglossus haematodus,859:rainbow_lorikeet_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:16,#REF!,#REF!,0.8,2627.0508,3875.9766,172:Sacred Kingfisher,482:Todiramphus sanctus,883:sacred_kingfisher_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:17,#REF!,#REF!,0.5109,2454.7852,9087.0117,154:Rainbow Lorikeet,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:20,#REF!,#REF!,0.27,3500,4500,179:Silvereye,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:21,#REF!,#REF!,0.5,3500,4500,179:Silvereye,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:21,#REF!,#REF!,0.689,3186.9141,4823.4375,179:Silvereye,495:Zosterops lateralis,901:silvereye_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:23,#REF!,#REF!,1.6,1937.9883,4823.4375,169:Rufous Whistler,419:Pachycephala rufiventris,875:rufous_whistler_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:25,#REF!,#REF!,0.4,5350,8000,176:Scarlet Honeyeater,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:25,#REF!,#REF!,0.711,4737.3047,10422.0703,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:34,#REF!,#REF!,0.25,4500,5700,91:Golden Whistler,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:34,#REF!,#REF!,0.5572,4005.1758,6244.6289,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:35,#REF!,#REF!,1.2539,861.3281,5340.2344,172:Sacred Kingfisher,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:39,#REF!,#REF!,0.3,4500,6200,91:Golden Whistler,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:39,#REF!,#REF!,0.6037,4349.707,5857.0313,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:43,#REF!,#REF!,0.28,4500,6200,91:Golden Whistler,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:43,#REF!,#REF!,0.5805,4306.6406,6890.625,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:46,#REF!,#REF!,0.3,4500,6200,91:Golden Whistler,,1117:Xueyan-FELT|1118:Training Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:46,#REF!,#REF!,0.667,3875.9766,8957.8125,91:Golden Whistler,418:Pachycephala pectoralis,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:47,#REF!,#REF!,7.756,818.2617,2713.1836,112:Lewin's Honeyeater,389:Meliphaga lewinii,761:lewin_s_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:51,#REF!,#REF!,0.4993,4737.3047,13953.5156,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:53,#REF!,#REF!,0.5805,4048.2422,6632.2266,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:57:58,#REF!,#REF!,0.5108,3875.9766,6330.7617,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:08,#REF!,#REF!,0.5805,4521.9727,8139.5508,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:09,#REF!,#REF!,1,5684.7656,10981.9336,176:Scarlet Honeyeater,402:Myzomela sanguinolenta,892:scarlet_honeyeater_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:12,#REF!,#REF!,0.4,5000,7200,176:Scarlet Honeyeater,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:15,#REF!,#REF!,0.6618,516.7969,10077.5391,154:Rainbow Lorikeet,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:17,#REF!,#REF!,0.4,5000,7400,176:Scarlet Honeyeater,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:17,#REF!,#REF!,0.7198,4608.1055,7536.6211,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:20,#REF!,#REF!,0.27,4500,6000,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:20,#REF!,#REF!,0.533,3875.9766,7493.5547,91:Golden Whistler,418:Pachycephala pectoralis,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:22,#REF!,#REF!,0.33,4500,7200,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:26,#REF!,#REF!,0.22,4500,7000,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:26,#REF!,#REF!,0.627,4263.5742,7149.0234,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:27,#REF!,#REF!,0.33,5200,7500,176:Scarlet Honeyeater,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:27,#REF!,#REF!,0.5109,4995.7031,8570.2148,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:29,#REF!,#REF!,0.3,4480,7000,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:30,#REF!,#REF!,0.5805,4823.4375,7708.8867,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:33,#REF!,#REF!,0.6269,3962.1094,6546.0938,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:34,#REF!,#REF!,0.8243,5512.5,13867.3828,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:41,#REF!,#REF!,0.3,4300,6200,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:41,#REF!,#REF!,0.4412,4005.1758,7192.0898,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:45,#REF!,#REF!,0.3,4500,6500,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:45,#REF!,#REF!,0.5108,4263.5742,7407.4219,124:Mangrove Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:45,#REF!,#REF!,1.155,861.3281,2239.4531,106:Indian Peafowl,423:Pavo cristatus,749:indian_peafowl_1
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:47,#REF!,#REF!,0.5341,4220.5078,6330.7617,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:49,#REF!,#REF!,0.4644,4177.4414,6718.3594,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:53,#REF!,#REF!,0.534,4091.3086,6589.1602,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:58:56,#REF!,#REF!,0.756,3402.2461,5641.6992,179:Silvereye,495:Zosterops lateralis,902:silvereye_4
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:02,#REF!,#REF!,0.45,4450,6200,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:02,#REF!,#REF!,0.5805,4134.375,6718.3594,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:06,#REF!,#REF!,0.5108,4134.375,5900.0977,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:11,#REF!,#REF!,0.2,4350,6100,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:11,#REF!,#REF!,0.577,3919.043,8010.3516,91:Golden Whistler,418:Pachycephala pectoralis,730:golden_whistler_3
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:15,#REF!,#REF!,0.4876,4091.3086,6890.625,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:21,#REF!,#REF!,0.4179,4177.4414,6330.7617,91:Golden Whistler,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:23,#REF!,#REF!,0.476,2670.1172,5598.6328,176:Scarlet Honeyeater,,
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:33,#REF!,#REF!,0.24,4500,7000,91:Golden Whistler,,1117:Xueyan-FELT|1119:Test Dataset
4c77b524-1857-4550-afaa-c0ebe5e3960a_20101012-140000Z,L1D1 12-10-2010,20:59:33,#REF!,#REF!,0.534,4478.9063,7321.2891,91:Golden Whistler,,
